time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1716606853.20992208,0.01648636,2708,0.00038594,0.00000000,0,0.00000094,165061,165095,53,0.00041604
1716606853.31006908,0.01629332,2758,0.00034694,0.00000000,0,0.00000072,165095,165118,59,0.00044974
1716606853.40993786,0.01555233,2718,0.00028153,0.00000000,0,0.00000094,165118,165131,55,0.00045698
1716606853.50996280,0.01781791,2801,0.00050381,0.00000000,0,0.00000111,165131,165163,53,0.00044939
1716606853.61018920,0.01405303,2774,0.00060271,0.00000000,0,0.00000071,165163,165200,61,0.00046141
1716606853.71010137,0.01926127,2750,0.00045070,0.00000000,0,0.00000091,165200,165236,67,0.00045448
1716606853.81033230,0.01749224,2787,0.00052009,0.00000000,0,0.00000094,165236,165249,50,0.00049659
1716606853.91029930,0.01590122,2718,0.00046772,0.00000000,0,0.00000095,165249,165273,61,0.00046504
1716606854.01024818,0.01535762,2760,0.00031007,0.00000000,0,0.00000126,165273,165269,50,0.00022433
1716606854.11047506,0.01679258,2772,0.00045795,0.00000000,0,0.00000082,165269,165284,55,0.00050341
1716606854.21045065,0.01669562,2755,0.00063001,0.00000000,0,0.00000111,165284,165289,59,0.00031936
1716606854.31050467,0.01780998,2756,0.00037225,0.00000000,0,0.00000126,165289,165319,51,0.00047470
1716606854.41044855,0.01639225,2737,0.00058818,0.00000000,0,0.00000093,165319,165325,41,0.00048300
1716606854.51054883,0.01756122,2809,0.00041906,0.00000000,0,0.00000106,165325,165322,48,0.00067675
1716606854.61056590,0.01825569,2730,0.00049785,0.00000000,0,0.00000145,165322,165344,48,0.00045334
1716606854.71057630,0.01736584,2770,0.00112141,0.00000000,0,0.00000083,165344,165272,63,0.00046868
1716606854.81082010,0.01465810,2751,0.00050813,0.00000000,0,0.00000079,165272,165276,58,0.00043278
1716606854.91071486,0.01487989,2719,0.00037719,0.00000000,0,0.00000096,165276,165303,46,0.00046903
1716606855.01061869,0.01575916,2813,0.00045624,0.00000000,0,0.00000122,165303,165302,61,0.00051698
1716606855.11089182,0.01706537,2761,0.00061538,0.00000000,0,0.00000138,165302,165289,64,0.00045832
1716606855.21086001,0.01632822,2713,0.00036883,0.00000000,0,0.00000091,165289,165322,50,0.00041662
1716606855.31088114,0.01537181,2770,0.00031239,0.00000000,0,0.00000109,165322,165345,48,0.00066538
1716606855.41080236,0.01349952,2693,0.00059557,0.00000000,0,0.00000062,165345,165368,59,0.00042749
1716606855.51075768,0.01608806,2780,0.00041753,0.00000000,0,0.00000105,165368,165385,51,0.00044564
1716606855.61077714,0.01550915,2797,0.00034876,0.00000000,0,0.00000116,165385,165416,47,0.00067221
1716606855.71092820,0.01605099,2703,0.00059931,0.00000000,0,0.00000086,165416,165451,55,0.00045747
1716606855.81091142,0.01618968,2738,0.00042693,0.00000000,0,0.00000110,165451,165471,40,0.00021174
1716606855.91094470,0.01735497,2715,0.00053548,0.00000000,0,0.00000113,165471,165506,56,0.00045846
1716606856.00998878,0.01635920,2729,0.00044697,0.00000000,0,0.00000128,165506,165518,60,0.00051642
1716606856.10999894,0.01709732,2673,0.00058642,0.00000000,0,0.00000093,165518,165544,54,0.00022807
1716606856.21040225,0.01649474,2710,0.00065297,0.00000000,0,0.00000097,165544,165596,63,0.00046591
1716606856.30975938,0.01561805,2682,0.00072497,0.00000000,0,0.00000102,165596,165652,75,0.00045412
1716606856.41017151,0.01665391,2677,0.00066222,0.00000000,0,0.00000124,165652,165657,54,0.00059602
1716606856.51016879,0.01587588,2703,0.00046222,0.00000000,0,0.00000080,165657,165695,71,0.00046938
1716606856.60998201,0.01501932,2670,0.00066789,0.00000000,0,0.00000071,165695,165744,67,0.00049223
1716606856.70992947,0.01767447,2649,0.00054590,0.00000000,0,0.00000151,165744,165769,57,0.00045452
1716606856.80999136,0.01550044,2659,0.00053150,0.00000000,0,0.00000089,165769,165807,63,0.00049568
1716606856.90998197,0.01621727,2646,0.00042118,0.00000000,0,0.00000081,165807,165842,63,0.00044549
1716606857.01018763,0.01583883,2688,0.00046073,0.00000000,0,0.00000138,165842,165866,46,0.00022336
1716606857.11012149,0.01678032,2622,0.00039654,0.00000000,0,0.00000127,165866,165873,52,0.00070539
1716606857.20999575,0.01690465,2636,0.00071373,0.00000000,0,0.00000091,165873,165908,77,0.00069777
1716606857.31005263,0.01591392,2637,0.00039144,0.00000000,0,0.00000097,165908,165923,51,0.00044007
1716606857.40992379,0.01482224,2616,0.00036019,0.00000000,0,0.00000088,165923,165949,46,0.00048944
1716606857.50994468,0.01512445,2672,0.00024752,0.00000000,0,0.00000091,165949,165985,58,0.00045389
1716606857.61014128,0.01685542,2649,0.00049927,0.00000000,0,0.00000100,165985,166034,55,0.00066907
1716606857.71016121,0.01874991,2660,0.00046213,0.00000000,0,0.00000097,166034,166064,54,0.00046285
1716606857.81028986,0.01436631,2663,0.00045561,0.00000000,0,0.00000111,166064,166081,59,0.00045192
1716606857.91030908,0.01547073,2633,0.00038556,0.00000000,0,0.00000129,166081,166098,44,0.00030436
1716606858.01026583,0.01368227,2666,0.00035918,0.00000000,0,0.00000112,166098,166089,58,0.00050864
1716606858.11038685,0.01735729,2692,0.00033977,0.00000000,0,0.00000114,166089,166129,59,0.00044779
1716606858.21044087,0.01765081,2641,0.00055225,0.00000000,0,0.00000081,166129,166173,55,0.00045323
1716606858.31054044,0.01690400,2701,0.00060145,0.00000000,0,0.00000107,166173,166198,67,0.00047202
1716606858.41058779,0.01483079,2691,0.00042150,0.00000000,0,0.00000097,166198,166168,53,0.00047366
1716606858.51056266,0.01726648,2661,0.00040102,0.00000000,0,0.00000110,166168,166204,57,0.00044824
1716606858.61050963,0.01717474,2751,0.00066370,0.00000000,0,0.00000120,166204,166208,59,0.00042304
1716606858.71073341,0.01484625,2722,0.00037119,0.00000000,0,0.00000101,166208,166231,58,0.00048027
1716606858.81078291,0.01515962,2725,0.00033775,0.00000000,0,0.00000134,166231,166262,53,0.00044500
1716606858.91081238,0.01698717,2792,0.00046540,0.00000000,0,0.00000152,166262,166269,53,0.00047541
1716606859.01080608,0.01638587,2751,0.00057940,0.00000000,0,0.00000099,166269,166283,54,0.00045242
1716606859.11062169,0.01446672,2768,0.00037309,0.00000000,0,0.00000107,166283,166314,47,0.00045050
1716606859.20995998,0.01451038,2747,0.00029692,0.00000000,0,0.00000074,166314,166358,55,0.00046198
1716606859.31087589,0.01673836,2777,0.00056123,0.00000000,0,0.00000083,166358,166387,56,0.00045501
1716606859.41079736,0.01597541,2780,0.00038008,0.00000000,0,0.00000120,166387,166384,47,0.00044866
1716606859.51075339,0.01503513,2779,0.00033506,0.00000000,0,0.00000091,166384,166419,37,0.00044583
1716606859.60998511,0.01772712,2816,0.00044153,0.00000000,0,0.00000127,166419,166447,47,0.00067567
1716606859.71095490,0.01548829,2797,0.00041687,0.00000000,0,0.00000095,166447,166461,61,0.00045909
1716606859.81089687,0.01822812,2831,0.00038524,0.00000000,0,0.00000101,166461,166470,64,0.00044724
1716606859.91092253,0.01597822,2893,0.00054116,0.00000000,0,0.00000096,166470,166478,51,0.00049494
1716606860.01107764,0.01681447,2828,0.00058367,0.00000000,0,0.00000098,166478,166517,52,0.00050348
1716606860.11005330,0.01591693,2898,0.00027576,0.00000000,0,0.00000131,166517,166536,41,0.00046770
1716606860.20970988,0.01569503,2869,0.00049175,0.00000000,0,0.00000088,166536,166533,55,0.00046770
1716606860.30995011,0.01553252,2890,0.00035191,0.00000000,0,0.00000104,166533,166576,56,0.00022151
1716606860.40984416,0.01699511,2857,0.00061923,0.00000000,0,0.00000075,166576,166577,42,0.00042345
1716606860.51020527,0.01637545,2888,0.00050065,0.00000000,0,0.00000085,166577,166605,51,0.00049067
1716606860.60993218,0.01596442,2944,0.00031694,0.00000000,0,0.00000074,166605,166628,56,0.00045667
1716606860.71031117,0.01735850,2904,0.00038320,0.00000000,0,0.00000136,166628,166643,50,0.00022034
1716606860.80990362,0.01727796,2932,0.00049632,0.00000000,0,0.00000092,166643,166692,65,0.00045602
1716606860.91005731,0.02011271,2989,0.00063552,0.00000000,0,0.00000124,166692,166716,76,0.00061317
1716606861.01012397,0.01881616,2981,0.00053186,0.00000000,0,0.00000096,166716,166750,53,0.00058861
1716606861.11012936,0.01635968,3052,0.00050382,0.00000000,0,0.00000113,166750,166778,62,0.00051344
1716606861.20999908,0.01705147,3045,0.00066714,0.00000000,0,0.00000098,166778,166798,68,0.00046638
1716606861.31004667,0.01415734,3113,0.00044688,0.00000000,0,0.00000080,166798,166816,55,0.00049785
1716606861.40990376,0.01613810,3111,0.00041616,0.00000000,0,0.00000090,166816,166839,43,0.00047257
1716606861.51007652,0.01645487,3107,0.00030205,0.00000000,0,0.00000091,166839,166862,37,0.00068829
1716606861.61010790,0.01642459,3138,0.00031929,0.00000000,0,0.00000112,166862,166899,51,0.00070478
1716606861.71015286,0.01647196,3126,0.00044283,0.00000000,0,0.00000114,166899,166934,57,0.00030345
1716606861.81012487,0.01671363,3123,0.00035049,0.00000000,0,0.00000103,166934,166951,50,0.00045535
1716606861.91026306,0.01728963,3117,0.00053954,0.00000000,0,0.00000083,166951,166953,46,0.00021018
1716606862.01026177,0.01777261,3115,0.00052054,0.00000000,0,0.00000145,166953,166992,48,0.00048521
1716606862.11029601,0.01609640,3190,0.00037481,0.00000000,0,0.00000131,166992,167004,51,0.00048423
1716606862.21040535,0.01583713,3146,0.00041484,0.00000000,0,0.00000094,167004,166997,54,0.00068538
1716606862.31037211,0.01661628,3170,0.00025935,0.00000000,0,0.00000126,166997,167028,38,0.00045516
1716606862.41058517,0.01730563,3153,0.00059557,0.00000000,0,0.00000137,167028,167035,54,0.00066395
1716606862.51056194,0.01956207,3155,0.00068575,0.00000000,0,0.00000124,167035,167056,60,0.00045095
1716606862.61115336,0.01533951,3154,0.00047174,0.00000000,0,0.00000087,167056,167079,62,0.00045898
1716606862.71057272,0.01583283,3178,0.00031757,0.00000000,0,0.00000135,167079,167101,48,0.00044384
1716606862.81081915,0.01648554,3172,0.00058374,0.00000000,0,0.00000092,167101,167119,73,0.00045463
1716606862.91075563,0.01752173,3188,0.00033542,0.00000000,0,0.00000149,167119,167167,59,0.00046277
1716606863.01084948,0.01667762,3166,0.00078462,0.00000000,0,0.00000101,167167,167187,79,0.00045444
1716606863.11089325,0.01751473,3168,0.00039951,0.00000000,0,0.00000101,167187,167230,58,0.00046477
1716606863.21090031,0.01716210,3126,0.00037972,0.00000000,0,0.00000137,167230,167249,64,0.00045450
1716606863.31082225,0.01929062,3159,0.00064890,0.00000000,0,0.00000104,167249,167267,58,0.00045700
1716606863.41078091,0.01839053,3178,0.00076777,0.00000000,0,0.00000100,167267,167276,83,0.00047792
1716606863.51075101,0.01732409,3167,0.00059566,0.00000000,0,0.00000111,167276,167324,80,0.00046206
1716606863.60985923,0.01706979,3196,0.00052157,0.00000000,0,0.00000101,167324,167318,69,0.00069107
1716606863.71101952,0.02182371,3172,0.00047448,0.00000000,0,0.00000102,167318,167337,62,0.00042681
1716606863.81093931,0.01875387,3136,0.00076955,0.00000000,0,0.00000099,167337,167380,70,0.00048708
1716606863.91093969,0.01783861,3168,0.00044399,0.00000000,0,0.00000114,167380,167418,59,0.00050400
1716606864.00999451,0.01764946,3141,0.00044244,0.00000000,0,0.00000111,167418,167425,61,0.00054022
1716606864.10992885,0.01786032,3120,0.00064756,0.00000000,0,0.00000079,167425,167396,64,0.00069104
1716606864.20992494,0.01852752,3246,0.00050976,0.00000000,0,0.00000096,167396,167423,64,0.00048909
1716606864.31019831,0.01970354,3149,0.00076297,0.00000000,0,0.00000125,167423,167439,65,0.00046854
1716606864.41007590,0.01739083,3165,0.00049382,0.00000000,0,0.00000095,167439,167448,65,0.00049168
1716606864.50986505,0.01730598,3158,0.00041686,0.00000000,0,0.00000082,167448,167465,55,0.00050468
1716606864.60996175,0.01951215,3168,0.00040472,0.00000000,0,0.00000130,167465,167479,57,0.00046102
1716606864.71002865,0.01587331,3205,0.00033497,0.00000000,0,0.00000073,167479,167507,66,0.00045832
1716606864.80994225,0.01728011,3132,0.00047724,0.00000000,0,0.00000109,167507,167545,62,0.00052279
1716606864.90995574,0.01833709,3194,0.00061691,0.00000000,0,0.00000114,167545,167569,60,0.00046816
1716606865.01017070,0.01790803,3164,0.00052108,0.00000000,0,0.00000091,167569,167592,74,0.00062417
1716606865.10997510,0.01968228,3146,0.00028606,0.00000000,0,0.00000119,167592,167635,71,0.00021515
1716606865.20998621,0.01592054,3208,0.00047212,0.00000000,0,0.00000067,167635,167649,60,0.00044943
1716606865.31004190,0.01958908,3183,0.00066129,0.00000000,0,0.00000131,167649,167687,67,0.00047828
1716606865.41011167,0.01727090,3179,0.00060207,0.00000000,0,0.00000084,167687,167689,73,0.00045479
1716606865.51008940,0.01669615,3184,0.00043050,0.00000000,0,0.00000071,167689,167723,74,0.00070860
1716606865.61020231,0.01790562,3198,0.00056447,0.00000000,0,0.00000081,167723,167768,85,0.00045040
1716606865.71014690,0.01716384,3238,0.00041767,0.00000000,0,0.00000099,167768,167792,63,0.00067887
1716606865.81028700,0.01703993,3181,0.00048420,0.00000000,0,0.00000136,167792,167818,61,0.00046774
1716606865.91033053,0.01716055,3158,0.00064131,0.00000000,0,0.00000091,167818,167835,79,0.00038702
1716606866.01028967,0.02049995,3216,0.00053554,0.00000000,0,0.00000112,167835,167868,55,0.00050130
1716606866.11040020,0.01759591,3198,0.00051133,0.00000000,0,0.00000100,167868,167884,70,0.00044663
1716606866.21052790,0.01724161,3186,0.00058614,0.00000000,0,0.00000099,167884,167925,72,0.00044923
1716606866.31050348,0.01764947,3187,0.00069125,0.00000000,0,0.00000090,167925,167942,61,0.00052946
1716606866.41067529,0.01652568,3154,0.00045672,0.00000000,0,0.00000081,167942,167984,72,0.00045503
1716606866.51060200,0.02018128,3214,0.00058553,0.00000000,0,0.00000084,167984,168009,78,0.00041866
1716606866.61056685,0.01677408,3167,0.00042207,0.00000000,0,0.00000103,168009,168026,61,0.00045447
1716606866.71077704,0.01775458,3262,0.00036841,0.00000000,0,0.00000102,168026,168040,45,0.00045050
1716606866.81078172,0.02087082,3154,0.00113101,0.00000000,0,0.00000102,168040,168019,105,0.00045538
1716606866.91084385,0.01562220,3136,0.00035382,0.00000000,0,0.00000058,168019,168032,67,0.00067495
1716606867.01086569,0.01851845,3212,0.00062169,0.00000000,0,0.00000111,168032,168029,76,0.00042280
1716606867.11059022,0.01726773,3140,0.00054280,0.00000000,0,0.00000085,168029,168064,67,0.00048840
1716606867.21084785,0.01771419,3182,0.00043326,0.00000000,0,0.00000133,168064,168104,64,0.00048873
1716606867.31074882,0.01724466,3142,0.00108679,0.00000000,0,0.00000098,168104,168106,79,0.00054378
1716606867.41073895,0.01627664,3165,0.00068773,0.00000000,0,0.00000091,168106,168116,84,0.00047695
1716606867.51106405,0.01720634,3214,0.00050075,0.00000000,0,0.00000094,168116,168160,74,0.00040742
1716606867.60985422,0.01681868,3161,0.00035739,0.00000000,0,0.00000094,168160,168211,58,0.00045195
1716606867.70966411,0.01677838,3246,0.00048066,0.00000000,0,0.00000103,168211,168256,61,0.00042431
1716606867.81096005,0.01765455,3191,0.00057318,0.00000000,0,0.00000126,168256,168263,55,0.00047552
1716606867.90995550,0.01754889,3143,0.00068051,0.00000000,0,0.00000111,168263,168238,80,0.00044739
1716606868.01003623,0.01700436,3146,0.00072478,0.00000000,0,0.00000083,168238,168257,67,0.00047152
1716606868.11007047,0.01750314,3151,0.00043519,0.00000000,0,0.00000109,168257,168294,61,0.00046410
1716606868.20991516,0.01630287,3167,0.00046068,0.00000000,0,0.00000100,168294,168299,58,0.00047983
1716606868.30993056,0.01842158,3133,0.00060102,0.00000000,0,0.00000100,168299,168330,58,0.00045112
1716606868.40994549,0.01796667,3137,0.00043055,0.00000000,0,0.00000121,168330,168368,54,0.00043314
1716606868.51011133,0.01800312,3177,0.00068535,0.00000000,0,0.00000122,168368,168360,71,0.00049661
1716606868.61011434,0.01397204,3131,0.00048021,0.00000000,0,0.00000110,168360,168355,57,0.00044543
1716606868.70998526,0.01773113,3195,0.00049682,0.00000000,0,0.00000097,168355,168383,52,0.00046121
1716606868.80990934,0.01872387,3175,0.00041145,0.00000000,0,0.00000087,168383,168418,61,0.00047100
1716606868.90996051,0.02109823,3131,0.00032088,0.00000000,0,0.00000113,168418,168442,61,0.00049346
1716606869.00992942,0.01792638,3205,0.00047274,0.00000000,0,0.00000094,168442,168471,52,0.00044724
1716606869.11007643,0.01695060,3070,0.00038627,0.00000000,0,0.00000090,168471,168501,54,0.00045866
1716606869.21002102,0.01932448,3141,0.00050009,0.00000000,0,0.00000110,168501,168528,72,0.00045115
1716606869.31006074,0.01771772,3131,0.00039072,0.00000000,0,0.00000106,168528,168561,57,0.00046228
1716606869.41023922,0.01788193,3086,0.00056184,0.00000000,0,0.00000138,168561,168575,68,0.00045705
1716606869.51029515,0.01887597,3166,0.00062732,0.00000000,0,0.00000087,168575,168552,57,0.00046823
1716606869.61033201,0.01754375,3068,0.00065086,0.00000000,0,0.00000084,168552,168559,53,0.00047015
1716606869.71049738,0.01670838,3066,0.00049374,0.00000000,0,0.00000121,168559,168572,60,0.00047041
1716606869.81032705,0.01736806,3084,0.00043115,0.00000000,0,0.00000147,168572,168631,72,0.00051623
1716606869.91038060,0.01789042,3075,0.00073352,0.00000000,0,0.00000099,168631,168626,71,0.00045596
1716606870.01047659,0.01783702,3044,0.00046044,0.00000000,0,0.00000090,168626,168676,78,0.00045608
1716606870.11055231,0.01655258,3077,0.00029581,0.00000000,0,0.00000074,168676,168711,65,0.00063700
1716606870.21056247,0.01856306,3073,0.00058868,0.00000000,0,0.00000144,168711,168760,69,0.00045142
1716606870.31069493,0.01559497,3058,0.00051904,0.00000000,0,0.00000091,168760,168786,81,0.00046723
1716606870.41069460,0.01738316,3016,0.00063490,0.00000000,0,0.00000087,168786,168825,86,0.00048550
1716606870.51074481,0.01646106,3066,0.00057354,0.00000000,0,0.00000132,168825,168827,71,0.00047574
1716606870.61089182,0.02047357,3092,0.00045177,0.00000000,0,0.00000116,168827,168832,65,0.00046390
1716606870.71090078,0.02161844,3083,0.00056572,0.00000000,0,0.00000085,168832,168818,71,0.00037051
1716606870.81082821,0.02155668,3159,0.00043066,0.00000000,0,0.00000147,168818,168863,72,0.00052395
1716606870.91101289,0.01782746,3062,0.00039189,0.00000000,0,0.00000122,168863,168885,60,0.00046691
1716606871.01097035,0.01705160,3129,0.00108508,0.00000000,0,0.00000121,168885,168880,93,0.00045408
1716606871.11098218,0.02025543,3145,0.00036646,0.00000000,0,0.00000101,168880,168899,66,0.00045127
1716606871.21085024,0.01667043,3101,0.00038958,0.00000000,0,0.00000089,168899,168953,69,0.00046251
1716606871.31087136,0.01738073,3164,0.00044956,0.00000000,0,0.00000084,168953,168993,72,0.00045877
1716606871.41117215,0.02112684,3168,0.00039575,0.00000000,0,0.00000081,168993,169036,67,0.00046999
1716606871.51109409,0.01815696,3164,0.00047406,0.00000000,0,0.00000132,169036,169044,66,0.00068118
1716606871.61099648,0.01851155,3196,0.00069332,0.00000000,0,0.00000130,169044,169081,67,0.00045513
1716606871.71018577,0.01672740,3157,0.00055971,0.00000000,0,0.00000074,169081,169123,72,0.00045128
1716606871.81004548,0.01719014,3196,0.00038200,0.00000000,0,0.00000103,169123,169158,62,0.00049279
1716606871.91117644,0.01826331,3165,0.00043959,0.00000000,0,0.00000138,169158,169184,52,0.00044960
1716606872.01115131,0.01875938,3171,0.00043884,0.00000000,0,0.00000099,169184,169199,48,0.00046242
1716606872.10965896,0.02003321,3234,0.00038791,0.00000000,0,0.00000095,169199,169201,50,0.00022864
1716606872.21021295,0.01913859,3160,0.00045094,0.00000000,0,0.00000090,169201,169224,56,0.00047933
1716606872.31014276,0.02018048,3169,0.00042662,0.00000000,0,0.00000153,169224,169252,49,0.00045112
1716606872.41004348,0.01830217,3173,0.00067630,0.00000000,0,0.00000086,169252,169262,63,0.00048433
1716606872.50998712,0.01597305,3103,0.00028254,0.00000000,0,0.00000078,169262,169306,58,0.00045365
1716606872.60995221,0.01649994,3173,0.00036802,0.00000000,0,0.00000101,169306,169324,50,0.00045340
1716606872.71008158,0.01693179,3111,0.00065560,0.00000000,0,0.00000118,169324,169326,56,0.00068651
1716606872.81002498,0.01659346,3155,0.00042393,0.00000000,0,0.00000121,169326,169348,55,0.00044756
1716606872.91011143,0.01646913,3151,0.00042488,0.00000000,0,0.00000092,169348,169387,61,0.00022919
1716606873.01000500,0.01695860,3125,0.00031741,0.00000000,0,0.00000092,169387,169407,64,0.00054034
1716606873.10994029,0.01769968,3191,0.00049112,0.00000000,0,0.00000126,169407,169427,58,0.00046548
1716606873.21000004,0.01683099,3166,0.00038020,0.00000000,0,0.00000110,169427,169457,51,0.00048253
1716606873.31005573,0.01832177,3181,0.00023880,0.00000000,0,0.00000103,169457,169502,59,0.00045093
1716606873.41009235,0.01628927,3187,0.00080907,0.00000000,0,0.00000091,169502,169517,73,0.00045728
1716606873.51008010,0.01695978,3135,0.00046454,0.00000000,0,0.00000112,169517,169546,60,0.00048316
1716606873.61011076,0.01692738,3187,0.00037183,0.00000000,0,0.00000121,169546,169583,69,0.00048980
1716606873.71024418,0.01560193,3140,0.00051687,0.00000000,0,0.00000057,169583,169598,46,0.00044935
1716606873.81020951,0.01766892,3169,0.00046204,0.00000000,0,0.00000109,169598,169634,45,0.00030175
1716606873.91040373,0.01646363,3182,0.00033050,0.00000000,0,0.00000135,169634,169668,54,0.00048759
1716606874.01047230,0.01685713,3143,0.00035005,0.00000000,0,0.00000094,169668,169672,48,0.00049281
1716606874.11037731,0.01625979,3213,0.00039431,0.00000000,0,0.00000111,169672,169692,58,0.00024583
1716606874.21051502,0.01768740,3149,0.00041065,0.00000000,0,0.00000097,169692,169715,54,0.00045194
1716606874.31055999,0.02146235,3201,0.00035342,0.00000000,0,0.00000119,169715,169728,60,0.00046482
1716606874.41059232,0.01667910,3210,0.00036145,0.00000000,0,0.00000111,169728,169761,55,0.00046177
1716606874.51068258,0.01788752,3151,0.00045657,0.00000000,0,0.00000111,169761,169792,60,0.00045132
1716606874.61079645,0.01812556,3231,0.00039741,0.00000000,0,0.00000095,169792,169791,50,0.00067124
1716606874.71067190,0.01877529,3178,0.00079741,0.00000000,0,0.00000130,169791,169785,47,0.00044863
1716606874.81086135,0.01851926,3173,0.00046584,0.00000000,0,0.00000124,169785,169811,67,0.00044909
1716606874.91092443,0.01688326,3176,0.00044817,0.00000000,0,0.00000108,169811,169844,69,0.00047207
1716606875.01082587,0.01659875,3099,0.00040665,0.00000000,0,0.00000086,169844,169883,67,0.00046726
1716606875.11083817,0.01761102,3158,0.00048048,0.00000000,0,0.00000127,169883,169903,66,0.00044832
1716606875.21080899,0.01821387,3118,0.00035652,0.00000000,0,0.00000102,169903,169921,55,0.00044764
1716606875.31071949,0.01682535,3106,0.00050548,0.00000000,0,0.00000124,169921,169952,74,0.00045088
1716606875.40997529,0.01839893,3133,0.00057922,0.00000000,0,0.00000101,169952,169998,68,0.00044978
1716606875.51095390,0.01806682,3091,0.00046327,0.00000000,0,0.00000105,169998,170029,68,0.00045158
1716606875.61093855,0.01736282,3081,0.00047003,0.00000000,0,0.00000099,170029,170069,84,0.00045165
1716606875.71002007,0.01843863,3040,0.00060540,0.00000000,0,0.00000126,170069,170087,76,0.00044971
1716606875.81003118,0.01875989,3038,0.00028943,0.00000000,0,0.00000093,170087,170137,75,0.00046921
1716606875.90995836,0.01788150,3069,0.00054302,0.00000000,0,0.00000092,170137,170168,79,0.00046707
1716606876.01026201,0.01756156,3054,0.00038444,0.00000000,0,0.00000127,170168,170194,55,0.00044696
1716606876.11007810,0.01774293,3068,0.00066828,0.00000000,0,0.00000089,170194,170229,82,0.00044637
1716606876.21014810,0.01899919,3097,0.00072044,0.00000000,0,0.00000099,170229,170300,89,0.00045451
1716606876.31004453,0.01841361,3044,0.00055829,0.00000000,0,0.00000105,170300,170351,90,0.00046288
1716606876.40995216,0.01728946,3052,0.00051658,0.00000000,0,0.00000086,170351,170391,84,0.00045212
1716606876.50986385,0.01681014,3088,0.00046425,0.00000000,0,0.00000115,170391,170449,78,0.00041829
1716606876.61006856,0.01803798,3023,0.00036129,0.00000000,0,0.00000128,170449,170482,73,0.00047707
1716606876.71017814,0.01646759,3051,0.00035273,0.00000000,0,0.00000075,170482,170520,90,0.00046107
1716606876.81013656,0.01749966,3024,0.00050453,0.00000000,0,0.00000129,170520,170566,70,0.00058580
1716606876.90992165,0.01638350,3009,0.00045416,0.00000000,0,0.00000086,170566,170602,68,0.00046023
1716606877.00998735,0.01783708,3058,0.00066852,0.00000000,0,0.00000080,170602,170644,79,0.00068132
1716606877.10997844,0.01824333,3020,0.00079263,0.00000000,0,0.00000101,170644,170639,78,0.00022638
1716606877.21006799,0.01543136,3095,0.00045666,0.00000000,0,0.00000083,170639,170665,60,0.00045764
1716606877.31014037,0.01715611,3068,0.00043468,0.00000000,0,0.00000119,170665,170691,68,0.00046122
1716606877.41014099,0.01706322,3074,0.00066191,0.00000000,0,0.00000073,170691,170703,64,0.00045293
1716606877.51011038,0.01668408,3106,0.00048213,0.00000000,0,0.00000107,170703,170723,66,0.00045787
1716606877.61028075,0.01730204,3050,0.00043840,0.00000000,0,0.00000124,170723,170740,54,0.00021664
1716606877.71027207,0.01857744,3112,0.00034270,0.00000000,0,0.00000085,170740,170767,53,0.00047059
1716606877.81023216,0.01768754,3053,0.00039085,0.00000000,0,0.00000114,170767,170798,53,0.00045265
1716606877.91038966,0.01847897,3025,0.00049093,0.00000000,0,0.00000087,170798,170796,63,0.00047025
1716606878.01037431,0.01812955,3073,0.00064481,0.00000000,0,0.00000082,170796,170797,64,0.00047139
1716606878.11038709,0.01888333,3049,0.00071260,0.00000000,0,0.00000096,170797,170685,45,0.00045013
1716606878.21049738,0.01719216,3064,0.00048572,0.00000000,0,0.00000132,170685,170718,58,0.00045639
1716606878.31052709,0.01706500,3030,0.00032251,0.00000000,0,0.00000119,170718,170751,45,0.00045262
1716606878.41056776,0.01699728,3033,0.00065497,0.00000000,0,0.00000093,170751,170770,59,0.00046053
1716606878.51072788,0.01609003,3067,0.00039375,0.00000000,0,0.00000087,170770,170795,56,0.00061629
1716606878.61068201,0.01929243,3055,0.00060654,0.00000000,0,0.00000097,170795,170784,55,0.00044901
1716606878.71069026,0.01822216,3073,0.00043155,0.00000000,0,0.00000105,170784,170795,43,0.00062060
1716606878.81051493,0.02076824,3021,0.00040050,0.00000000,0,0.00000152,170795,170813,49,0.00044919
1716606878.91082859,0.01705368,2999,0.00052641,0.00000000,0,0.00000085,170813,170824,41,0.00045958
1716606879.01079845,0.01533442,3048,0.00042741,0.00000000,0,0.00000139,170824,170858,57,0.00095831
1716606879.11074877,0.01604519,3015,0.00034209,0.00000000,0,0.00000124,170858,170893,51,0.00044875
1716606879.21073556,0.01698164,3020,0.00028778,0.00000000,0,0.00000094,170893,170928,46,0.00045959
1716606879.31075454,0.01657539,2994,0.00053292,0.00000000,0,0.00000141,170928,170925,46,0.00044772
1716606879.41095352,0.01721515,3002,0.00057755,0.00000000,0,0.00000105,170925,170958,49,0.00046275
1716606879.51089072,0.01629914,3000,0.00046352,0.00000000,0,0.00000111,170958,170992,56,0.00049685
1716606879.61092448,0.01735898,3005,0.00059725,0.00000000,0,0.00000093,170992,171009,55,0.00052882
1716606879.70992565,0.01622110,3019,0.00082593,0.00000000,0,0.00000089,171009,170986,54,0.00044823
1716606879.81103039,0.01710961,2960,0.00051837,0.00000000,0,0.00000128,170986,170997,44,0.00045761
1716606879.91027498,0.01568522,2915,0.00031519,0.00000000,0,0.00000099,170997,171031,54,0.00021629
