time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1716606543.41022992,0.02388317,3755,0.00079009,0.00000000,0,0.00000101,77512,77601,150,0.00071254
1716606543.51011109,0.02156339,3786,0.00090136,0.00000000,0,0.00000109,77601,77684,139,0.00052212
1716606543.60986161,0.02293324,3712,0.00104999,0.00000000,0,0.00000113,77684,77770,136,0.00048147
1716606543.70985436,0.02476835,3764,0.00097920,0.00000000,0,0.00000123,77677,77600,138,0.00048623
1716606543.81026506,0.02418767,3713,0.00063300,0.00000000,0,0.00000115,77600,77638,119,0.00049463
1716606543.91032839,0.02402025,3726,0.00108392,0.00000000,0,0.00000121,77638,77725,140,0.00022294
1716606544.00979471,0.02500854,3808,0.00149708,0.00000000,0,0.00000094,77725,77803,144,0.00049487
1716606544.11001444,0.02391856,3663,0.00087688,0.00000000,0,0.00000094,77389,77466,131,0.00036637
1716606544.21008801,0.02189634,3742,0.00050945,0.00000000,0,0.00000076,77466,77540,139,0.00070774
1716606544.31004143,0.02673007,3705,0.00099732,0.00000000,0,0.00000094,77540,77597,142,0.00036603
1716606544.40996695,0.02445910,3694,0.00080413,0.00000000,0,0.00000124,77597,77672,137,0.00052929
1716606544.50997639,0.02686494,3731,0.00064602,0.00000000,0,0.00000096,77672,77734,125,0.00052109
1716606544.61009717,0.02177614,3762,0.00086433,0.00000000,0,0.00000098,77734,77781,149,0.00026100
1716606544.71011376,0.02422097,3643,0.00089508,0.00000000,0,0.00000081,77781,77851,171,0.00049136
1716606544.81009459,0.02057597,3717,0.00073015,0.00000000,0,0.00000071,77851,77965,164,0.00047162
1716606544.91026354,0.02354779,3706,0.00134260,0.00000000,0,0.00000086,77965,77980,154,0.00050871
1716606545.01024413,0.02387743,3669,0.00099521,0.00000000,0,0.00000113,77980,78063,159,0.00051443
1716606545.11041665,0.02489034,3719,0.00080629,0.00000000,0,0.00000156,78063,78155,129,0.00046680
1716606545.21039200,0.02362697,3702,0.00132486,0.00000000,0,0.00000076,78155,78094,147,0.00022640
1716606545.31038785,0.02380722,3640,0.00069452,0.00000000,0,0.00000125,78094,78179,153,0.00047361
1716606545.41051793,0.02119982,3668,0.00082570,0.00000000,0,0.00000103,78179,78243,127,0.00048136
1716606545.51056027,0.02357435,3634,0.00110978,0.00000000,0,0.00000082,78243,78310,154,0.00088362
1716606545.61061096,0.02430900,3697,0.00096357,0.00000000,0,0.00000107,78310,78358,148,0.00051855
1716606545.71052408,0.02587469,3707,0.00355221,0.00000000,0,0.00000105,78358,78491,147,0.00044125
1716606545.81069374,0.02294719,3640,0.00067700,0.00000000,0,0.00000118,75046,75178,143,0.00050512
1716606545.91040564,0.02290000,3695,0.00073466,0.00000000,0,0.00000097,75178,75314,150,0.00059864
1716606546.01074576,0.02157464,3679,0.00060465,0.00000000,0,0.00000134,75314,75450,152,0.00047833
1716606546.11085105,0.02260640,3694,0.00095289,0.00000000,0,0.00000050,75450,75561,131,0.00048752
1716606546.21084881,0.01960292,3636,0.00065238,0.00000000,0,0.00000088,75561,75676,138,0.00047041
1716606546.31084228,0.02286554,3723,0.00065545,0.00000000,0,0.00000118,75676,75780,127,0.00047029
1716606546.41073155,0.02447012,3658,0.00082303,0.00000000,0,0.00000123,75780,75875,111,0.00047300
1716606546.51069832,0.02240591,3688,0.00070034,0.00000000,0,0.00000099,75875,75978,139,0.00021171
1716606546.61098552,0.02014184,3678,0.00068847,0.00000000,0,0.00000111,75978,76075,130,0.00035490
1716606546.71093822,0.02185762,3650,0.00079107,0.00000000,0,0.00000084,76075,76158,113,0.00049847
1716606546.81022882,0.02121680,3740,0.00076982,0.00000000,0,0.00000099,76158,76264,157,0.00070464
1716606546.91004276,0.02197020,3642,0.00090209,0.00000000,0,0.00000106,76264,76322,137,0.00047252
1716606547.00994229,0.02207395,3632,0.00077377,0.00000000,0,0.00000095,76322,76390,107,0.00047918
1716606547.10987306,0.02172337,3660,0.00078923,0.00000000,0,0.00000130,76390,76467,135,0.00047974
1716606547.21105289,0.02200681,3701,0.00066845,0.00000000,0,0.00000104,76467,76569,132,0.00049932
1716606547.30966806,0.02168518,3645,0.00057843,0.00000000,0,0.00000090,76569,76661,124,0.00046972
1716606547.41016960,0.02373250,3667,0.00046219,0.00000000,0,0.00000075,76661,76717,106,0.00052121
1716606547.51002955,0.02413056,3640,0.00070591,0.00000000,0,0.00000147,76717,76779,134,0.00051093
1716606547.61000967,0.02602277,3712,0.00123005,0.00000000,0,0.00000143,76779,76864,143,0.00044387
1716606547.70991230,0.02300102,3693,0.00083571,0.00000000,0,0.00000093,76864,76978,161,0.00051058
1716606547.80990744,0.02398168,3730,0.00071089,0.00000000,0,0.00000095,76978,77070,154,0.00043540
1716606547.90989280,0.02275496,3678,0.00086582,0.00000000,0,0.00000095,77070,77170,146,0.00046836
1716606548.01001930,0.02327572,3692,0.00138010,0.00000000,0,0.00000106,77170,77240,159,0.00047528
1716606548.11018372,0.01960814,3672,0.00050434,0.00000000,0,0.00000090,77240,77334,152,0.00052412
1716606548.21001005,0.02458907,3681,0.00092968,0.00000000,0,0.00000107,77334,77365,145,0.00047785
1716606548.30990076,0.02373768,3656,0.00072640,0.00000000,0,0.00000107,77365,77454,159,0.00049086
1716606548.41010118,0.02037604,3627,0.00081076,0.00000000,0,0.00000105,77454,77561,150,0.00048059
1716606548.50992274,0.02133692,3597,0.00093435,0.00000000,0,0.00000082,77561,77616,144,0.00069606
1716606548.61007118,0.02157757,3658,0.00111574,0.00000000,0,0.00000127,77616,77673,140,0.00053098
1716606548.71004677,0.02331357,3678,0.00086658,0.00000000,0,0.00000152,77673,77750,148,0.00070284
1716606548.81013298,0.02351757,3657,0.00059275,0.00000000,0,0.00000119,77750,77827,121,0.00050369
1716606548.91029692,0.02186306,3664,0.00116663,0.00000000,0,0.00000098,77827,77873,151,0.00046652
1716606549.01028013,0.02285079,3584,0.00096358,0.00000000,0,0.00000062,77873,77967,135,0.00047747
1716606549.11034131,0.02305000,3678,0.00076466,0.00000000,0,0.00000103,77967,78046,131,0.00051804
1716606549.21047807,0.02255619,3681,0.00074313,0.00000000,0,0.00000117,78046,78109,140,0.00049162
1716606549.31049061,0.02163254,3621,0.00082857,0.00000000,0,0.00000092,78109,78165,136,0.00051392
1716606549.41047192,0.01975195,3627,0.00089321,0.00000000,0,0.00000060,78165,78235,140,0.00046987
1716606549.51064396,0.02216955,3619,0.00092783,0.00000000,0,0.00000095,78235,78295,129,0.00046579
1716606549.61052918,0.02347340,3657,0.00082591,0.00000000,0,0.00000075,78295,78342,147,0.00044446
1716606549.71064138,0.02154851,3652,0.00090349,0.00000000,0,0.00000099,78342,78446,151,0.00046659
1716606549.81080961,0.02314242,3681,0.00146207,0.00000000,0,0.00000162,78446,78503,139,0.00029866
1716606549.91073084,0.02504628,3659,0.00105469,0.00000000,0,0.00000128,78503,78511,136,0.00046724
1716606550.01068354,0.02583848,3671,0.00082154,0.00000000,0,0.00000127,78511,78596,134,0.00048288
1716606550.11095738,0.02307588,3649,0.00067774,0.00000000,0,0.00000087,78596,78698,151,0.00047686
1716606550.21086478,0.02401609,3618,0.00085021,0.00000000,0,0.00000138,78698,78772,162,0.00048176
1716606550.31086516,0.02100739,3672,0.00112976,0.00000000,0,0.00000083,78772,78817,150,0.00049932
1716606550.41068959,0.02348437,3702,0.00112738,0.00000000,0,0.00000096,78817,78913,133,0.00048027
1716606550.51103735,0.02308235,3691,0.00081988,0.00000000,0,0.00000102,78913,79013,136,0.00047820
1716606550.61105371,0.02266350,3629,0.00071374,0.00000000,0,0.00000090,79013,79087,123,0.00047784
1716606550.70973277,0.02402778,3706,0.00068502,0.00000000,0,0.00000107,79087,79188,139,0.00071524
1716606550.81093979,0.02198499,3639,0.00087357,0.00000000,0,0.00000100,79188,79262,127,0.00048106
1716606550.91090107,0.02223008,3694,0.00079346,0.00000000,0,0.00000097,79262,79323,120,0.00035508
1716606551.00991678,0.02275069,3656,0.00097176,0.00000000,0,0.00000128,79323,79327,134,0.00035599
1716606551.10975003,0.02608523,3776,0.00273763,0.00000000,0,0.00000089,79327,79281,170,0.00045605
1716606551.21107745,0.02691001,3767,0.00105966,0.00000000,0,0.00000107,79281,79352,130,0.00048121
1716606551.31013632,0.02431190,3715,0.00124148,0.00000000,0,0.00000099,79352,79410,143,0.00051845
1716606551.40985632,0.02864192,3767,0.00096289,0.00000000,0,0.00000117,79410,79495,151,0.00026961
1716606551.50997829,0.02819834,3826,0.00116407,0.00000000,0,0.00000153,79495,79588,165,0.00071245
1716606551.61005902,0.02737626,3801,0.00150193,0.00000000,0,0.00000066,79588,79641,145,0.00048143
1716606551.70992994,0.02288321,3834,0.00096556,0.00000000,0,0.00000103,79641,79735,165,0.00048428
1716606551.81016469,0.02510268,3759,0.00068120,0.00000000,0,0.00000096,79735,79827,137,0.00068947
1716606551.90990663,0.02240771,3807,0.00084983,0.00000000,0,0.00000087,79827,79907,124,0.00072747
1716606552.01014233,0.02245826,3812,0.00084328,0.00000000,0,0.00000109,79907,79968,122,0.00025221
1716606552.11004210,0.02841069,3786,0.00093343,0.00000000,0,0.00000128,79968,79991,121,0.00048545
1716606552.21001625,0.02869982,3858,0.00101852,0.00000000,0,0.00000137,79991,80050,146,0.00048452
1716606552.31001258,0.02347275,3872,0.00080902,0.00000000,0,0.00000067,80050,80073,137,0.00035480
1716606552.41017413,0.02568418,3788,0.00056800,0.00000000,0,0.00000168,80073,80147,122,0.00049809
1716606552.51028037,0.02681218,3849,0.00089156,0.00000000,0,0.00000090,80147,80226,134,0.00044787
1716606552.61009479,0.02441318,3786,0.00105040,0.00000000,0,0.00000101,80226,80241,140,0.00074188
1716606552.71031928,0.02238312,3844,0.00074166,0.00000000,0,0.00000089,80241,80330,132,0.00023893
1716606552.81035852,0.02512630,3851,0.00101548,0.00000000,0,0.00000098,80330,80377,152,0.00048151
1716606552.91031218,0.02259600,3884,0.00076572,0.00000000,0,0.00000091,80377,80462,136,0.00048032
1716606553.01049471,0.02399756,3870,0.00141586,0.00000000,0,0.00000100,80462,80519,144,0.00048246
1716606553.11059523,0.02158380,3854,0.00069080,0.00000000,0,0.00000090,80519,80600,138,0.00047725
1716606553.21045828,0.02263457,3897,0.00066813,0.00000000,0,0.00000110,80600,80693,139,0.00047759
1716606553.31063390,0.02428943,3871,0.00096655,0.00000000,0,0.00000111,80693,80788,128,0.00045030
1716606553.41067004,0.02409240,3850,0.00086718,0.00000000,0,0.00000118,80788,80836,135,0.00047760
1716606553.51062202,0.02468120,3898,0.00112804,0.00000000,0,0.00000119,80836,80842,120,0.00048745
1716606553.61075473,0.02388810,3797,0.00073588,0.00000000,0,0.00000136,80842,80920,117,0.00051841
1716606553.71088362,0.02336366,3863,0.00065120,0.00000000,0,0.00000102,80920,80987,126,0.00049562
1716606553.81077814,0.02328767,3870,0.00087624,0.00000000,0,0.00000104,80987,81046,119,0.00049710
1716606553.91093946,0.02412543,3855,0.00074641,0.00000000,0,0.00000100,81046,81127,118,0.00049135
1716606554.01100039,0.02457994,3859,0.00087018,0.00000000,0,0.00000101,81127,81182,132,0.00048337
1716606554.11094213,0.02313093,3836,0.00074156,0.00000000,0,0.00000079,81182,81264,128,0.00050508
1716606554.21082926,0.02356924,3903,0.00086068,0.00000000,0,0.00000125,81264,81343,129,0.00052164
1716606554.31086564,0.02374540,3809,0.00076940,0.00000000,0,0.00000085,81343,81430,130,0.00050297
1716606554.41086507,0.02303210,3845,0.00077537,0.00000000,0,0.00000109,81430,81467,140,0.00049456
1716606554.50989270,0.02178074,3891,0.00088370,0.00000000,0,0.00000100,81467,81498,124,0.00048300
1716606554.61087918,0.02233819,3860,0.00077859,0.00000000,0,0.00000105,81498,81580,122,0.00055147
1716606554.71099067,0.02259604,3822,0.00078969,0.00000000,0,0.00000113,81580,81638,129,0.00052323
1716606554.81004882,0.02285663,3785,0.00125465,0.00000000,0,0.00000139,81638,81554,119,0.00042098
1716606554.90995526,0.02233011,3801,0.00075114,0.00000000,0,0.00000100,81554,81580,123,0.00041559
1716606555.00995350,0.02611213,3853,0.00208460,0.00000000,0,0.00000093,81580,81552,137,0.00054962
1716606555.11028147,0.02167641,3808,0.00084333,0.00000000,0,0.00000115,81552,81360,104,0.00049726
1716606555.21007156,0.02006097,3835,0.00080637,0.00000000,0,0.00000093,81360,81385,121,0.00048293
1716606555.31010151,0.02117706,3750,0.00092299,0.00000000,0,0.00000099,81385,81428,117,0.00054250
1716606555.41002774,0.02262232,3810,0.00070087,0.00000000,0,0.00000139,81428,81495,109,0.00067018
1716606555.50992608,0.02162488,3783,0.00074243,0.00000000,0,0.00000113,81495,81526,102,0.00047583
1716606555.60992336,0.02303232,3751,0.00140974,0.00000000,0,0.00000105,81526,81489,113,0.00021492
1716606555.71006346,0.02092379,3796,0.00072306,0.00000000,0,0.00000069,81489,81452,107,0.00047843
1716606555.81007409,0.02188816,3761,0.00056382,0.00000000,0,0.00000094,81452,81508,103,0.00044715
1716606555.91004539,0.02274094,3743,0.00050837,0.00000000,0,0.00000102,81508,81543,112,0.00050721
1716606556.00995421,0.02197142,3774,0.00067393,0.00000000,0,0.00000093,81543,81595,105,0.00046325
1716606556.10992861,0.02278513,3783,0.00101351,0.00000000,0,0.00000092,81595,81590,110,0.00022439
1716606556.20990133,0.02162214,3754,0.00103534,0.00000000,0,0.00000079,81590,81641,104,0.00048826
1716606556.30986810,0.02470033,3833,0.00056018,0.00000000,0,0.00000112,81641,81678,84,0.00050063
1716606556.41007113,0.02324642,3814,0.00050750,0.00000000,0,0.00000096,81678,81771,124,0.00049787
1716606556.51006222,0.02388346,3780,0.00138179,0.00000000,0,0.00000104,81771,81828,105,0.00047385
1716606556.61002159,0.02424818,3799,0.00094930,0.00000000,0,0.00000111,81828,81806,108,0.00023605
1716606556.71025014,0.02324922,3821,0.00071205,0.00000000,0,0.00000067,81806,81859,110,0.00055808
1716606556.81030083,0.02299862,3779,0.00077084,0.00000000,0,0.00000100,81859,81812,109,0.00050253
1716606556.91032457,0.02223107,3781,0.00110543,0.00000000,0,0.00000117,81812,81848,102,0.00052941
1716606557.01038480,0.02134291,3767,0.00038463,0.00000000,0,0.00000088,81848,81667,93,0.00050995
1716606557.11035085,0.02322774,3768,0.00056914,0.00000000,0,0.00000097,81667,81714,89,0.00023586
1716606557.21033764,0.02472159,3879,0.00066530,0.00000000,0,0.00000130,81714,81742,103,0.00068900
1716606557.31045008,0.02256542,3780,0.00063166,0.00000000,0,0.00000120,81742,81816,101,0.00047944
1716606557.41049290,0.02595107,3784,0.00051848,0.00000000,0,0.00000117,81816,81882,107,0.00037372
1716606557.51052356,0.02151619,3810,0.00072535,0.00000000,0,0.00000083,81882,81904,92,0.00049075
1716606557.61066556,0.02256874,3765,0.00060093,0.00000000,0,0.00000110,81904,81944,93,0.00048675
1716606557.71062708,0.02382707,3770,0.00050637,0.00000000,0,0.00000105,81944,82023,99,0.00047905
1716606557.81070209,0.02345923,3764,0.00054708,0.00000000,0,0.00000094,82023,82072,89,0.00048106
1716606557.91072536,0.02290092,3797,0.00089209,0.00000000,0,0.00000098,82072,82125,116,0.00051582
1716606558.01085281,0.02199451,3721,0.00057705,0.00000000,0,0.00000109,82125,82171,87,0.00048703
1716606558.11076641,0.02267089,3726,0.00057989,0.00000000,0,0.00000097,82171,82212,84,0.00042374
1716606558.21069980,0.02316069,3759,0.00041362,0.00000000,0,0.00000105,82212,82272,84,0.00048254
1716606558.31071329,0.02747060,3782,0.00117992,0.00000000,0,0.00000101,82272,82326,97,0.00047906
1716606558.41066861,0.02257658,3841,0.00061898,0.00000000,0,0.00000125,82326,82358,91,0.00048025
1716606558.51095438,0.02627527,3795,0.00063200,0.00000000,0,0.00000124,82358,82422,100,0.00048192
1716606558.61089110,0.02370255,3779,0.00077678,0.00000000,0,0.00000118,82422,82441,100,0.00050600
1716606558.71081805,0.02453229,3786,0.00047607,0.00000000,0,0.00000097,82441,82465,99,0.00049976
1716606558.81004834,0.02422886,3833,0.00062191,0.00000000,0,0.00000107,82465,82482,90,0.00032684
1716606558.91100836,0.02301639,3797,0.00067914,0.00000000,0,0.00000117,82482,82500,79,0.00060735
1716606559.01097035,0.02383618,3801,0.00086308,0.00000000,0,0.00000117,82500,82468,89,0.00052618
1716606559.11014652,0.02236607,3771,0.00052133,0.00000000,0,0.00000094,82468,82516,97,0.00050326
1716606559.21002078,0.02422387,3781,0.00084363,0.00000000,0,0.00000091,82516,82591,99,0.00046047
1716606559.31010461,0.02260272,3793,0.00058729,0.00000000,0,0.00000077,82591,82645,88,0.00050041
1716606559.40975499,0.02191429,3812,0.00068806,0.00000000,0,0.00000092,82645,82706,99,0.00049879
1716606559.50990176,0.02267411,3773,0.00032427,0.00000000,0,0.00000079,82706,82758,83,0.00048668
1716606559.60981727,0.02229472,3817,0.00036987,0.00000000,0,0.00000120,82758,82789,89,0.00049675
1716606559.70991874,0.02367341,3855,0.00063548,0.00000000,0,0.00000123,82789,82829,90,0.00048345
1716606559.81010866,0.02176614,3823,0.00060538,0.00000000,0,0.00000148,82829,82883,91,0.00046233
1716606559.91004467,0.02350664,3814,0.00100802,0.00000000,0,0.00000090,82883,82854,68,0.00054360
1716606560.00995779,0.02333210,3845,0.00083080,0.00000000,0,0.00000085,82854,82866,105,0.00049389
1716606560.10991812,0.02049268,3891,0.00042899,0.00000000,0,0.00000068,82866,82898,87,0.00049646
1716606560.20987773,0.02776497,3823,0.00060605,0.00000000,0,0.00000104,82898,82937,108,0.00049513
1716606560.30989361,0.02232319,3883,0.00086608,0.00000000,0,0.00000091,82937,82952,117,0.00054775
1716606560.41006279,0.02606675,3825,0.00087515,0.00000000,0,0.00000135,82952,82982,85,0.00052141
1716606560.50999022,0.02424825,3820,0.00061903,0.00000000,0,0.00000115,82982,83031,87,0.00043461
1716606560.61004186,0.02164820,3833,0.00049899,0.00000000,0,0.00000057,83031,83098,100,0.00047674
1716606560.71034741,0.02525185,3825,0.00077717,0.00000000,0,0.00000087,83098,83074,98,0.00054857
1716606560.81027079,0.02425737,3877,0.00058523,0.00000000,0,0.00000088,83074,83112,83,0.00051897
1716606560.91034079,0.02744635,3876,0.00078042,0.00000000,0,0.00000133,83112,83143,106,0.00044815
1716606561.01031685,0.02425557,3769,0.00078350,0.00000000,0,0.00000106,83143,83160,103,0.00026424
1716606561.11035109,0.02343196,3881,0.00058730,0.00000000,0,0.00000098,83160,83175,90,0.00052684
1716606561.21035147,0.02329426,3867,0.00039613,0.00000000,0,0.00000107,83175,83210,72,0.00056127
1716606561.31059265,0.02012286,3857,0.00057537,0.00000000,0,0.00000089,83210,83246,94,0.00049923
1716606561.41055965,0.02342835,3844,0.00134830,0.00000000,0,0.00000102,83246,83252,82,0.00049571
1716606561.51056838,0.02367065,3854,0.00093684,0.00000000,0,0.00000084,83010,83058,89,0.00053217
1716606561.61076832,0.02275835,3858,0.00057056,0.00000000,0,0.00000101,83058,83062,88,0.00048401
1716606561.71062613,0.02346271,3856,0.00074930,0.00000000,0,0.00000096,83062,83091,80,0.00022531
1716606561.81073785,0.02175046,3880,0.00068257,0.00000000,0,0.00000119,83091,83152,104,0.00049136
1716606561.91084647,0.02484419,3850,0.00095952,0.00000000,0,0.00000145,83152,83196,96,0.00048606
1716606562.01087284,0.02427198,3872,0.00059805,0.00000000,0,0.00000123,83196,83251,93,0.00050236
1716606562.11068463,0.02267122,3808,0.00049842,0.00000000,0,0.00000095,83251,83292,91,0.00047263
1716606562.21071482,0.02220615,3793,0.00060429,0.00000000,0,0.00000109,83292,83362,90,0.00052289
1716606562.31061292,0.02480289,3849,0.00149244,0.00000000,0,0.00000112,83362,83399,105,0.00048274
1716606562.41101933,0.02371735,3845,0.00101823,0.00000000,0,0.00000120,83399,83458,100,0.00048051
1716606562.51089358,0.02525270,3908,0.00233309,0.00000000,0,0.00000130,83458,83321,117,0.00050002
1716606562.61080599,0.01977584,3831,0.00038314,0.00000000,0,0.00000078,83321,83392,97,0.00048873
1716606562.71085095,0.02354555,3885,0.00055901,0.00000000,0,0.00000103,83392,83443,90,0.00048546
1716606562.80993700,0.02255047,3842,0.00054775,0.00000000,0,0.00000114,83443,83502,123,0.00022021
1716606562.90994191,0.02185266,3936,0.00052964,0.00000000,0,0.00000124,83502,83553,101,0.00051796
1716606563.01023626,0.02227519,3847,0.00054509,0.00000000,0,0.00000058,83553,83593,95,0.00070399
1716606563.10963869,0.02242904,3939,0.00058452,0.00000000,0,0.00000101,83593,83644,88,0.00051986
1716606563.21010852,0.02285968,3891,0.00049877,0.00000000,0,0.00000115,83644,83694,93,0.00047490
1716606563.31001496,0.02387774,3884,0.00038238,0.00000000,0,0.00000089,83694,83743,80,0.00051943
1716606563.40993571,0.02260257,3865,0.00063102,0.00000000,0,0.00000104,83743,83781,92,0.00034616
1716606563.50993347,0.02450757,3845,0.00099424,0.00000000,0,0.00000138,83781,83786,85,0.00048461
1716606563.60985088,0.02230246,3865,0.00054045,0.00000000,0,0.00000108,83786,83819,84,0.00047939
1716606563.70991302,0.02176509,3857,0.00041988,0.00000000,0,0.00000081,83819,83841,88,0.00048512
1716606563.80998850,0.02292746,3881,0.00044643,0.00000000,0,0.00000096,83841,83866,87,0.00051410
1716606563.91007090,0.02275038,3848,0.00058167,0.00000000,0,0.00000132,83866,83921,94,0.00048760
1716606564.00998521,0.02322636,3814,0.00088751,0.00000000,0,0.00000100,83921,83905,79,0.00054719
1716606564.10986543,0.02436904,3840,0.00102521,0.00000000,0,0.00000120,83905,83962,98,0.00053240
1716606564.20993066,0.02303720,3875,0.00075365,0.00000000,0,0.00000099,83702,83679,91,0.00047798
1716606564.30986142,0.02462098,3890,0.00070755,0.00000000,0,0.00000058,83679,83713,94,0.00048375
1716606564.41009235,0.02192337,3860,0.00052594,0.00000000,0,0.00000077,83713,83777,92,0.00048355
1716606564.51008296,0.02356707,3908,0.00085782,0.00000000,0,0.00000144,83777,83795,88,0.00048726
1716606564.61002231,0.02276102,3855,0.00059029,0.00000000,0,0.00000114,83795,83851,88,0.00047743
1716606564.71029735,0.02395567,3845,0.00040153,0.00000000,0,0.00000099,83851,83885,83,0.00020094
1716606564.81021905,0.02485249,3868,0.00108245,0.00000000,0,0.00000110,83885,83902,101,0.00028325
1716606564.91022754,0.02205779,3916,0.00058394,0.00000000,0,0.00000096,83711,83783,89,0.00053199
1716606565.01034164,0.02324780,3877,0.00166438,0.00000000,0,0.00000130,83783,83689,95,0.00048638
1716606565.11011219,0.02262793,3922,0.00061536,0.00000000,0,0.00000103,83689,83715,85,0.00051990
1716606565.21057248,0.02308670,3947,0.00053711,0.00000000,0,0.00000131,83715,83784,92,0.00039133
1716606565.31058645,0.02389001,3855,0.00043464,0.00000000,0,0.00000127,83784,83779,75,0.00048259
1716606565.41054177,0.01966073,3878,0.00062602,0.00000000,0,0.00000096,83779,83830,90,0.00047547
1716606565.51048899,0.02213962,3897,0.00085448,0.00000000,0,0.00000100,83830,83815,89,0.00060416
1716606565.61060858,0.02372929,3911,0.00053271,0.00000000,0,0.00000087,83815,83869,82,0.00049096
1716606565.71064258,0.02322970,3928,0.00062620,0.00000000,0,0.00000112,83869,83885,94,0.00048207
1716606565.81089997,0.02471849,3894,0.00092935,0.00000000,0,0.00000104,83885,83930,96,0.00048891
1716606565.91078806,0.02361333,3919,0.00054267,0.00000000,0,0.00000117,83930,83991,105,0.00048257
1716606566.01072931,0.02270995,3933,0.00056148,0.00000000,0,0.00000107,83991,84050,95,0.00048556
1716606566.11088324,0.02263324,3939,0.00056318,0.00000000,0,0.00000123,84050,84114,87,0.00033868
1716606566.21075106,0.02299557,3911,0.00050727,0.00000000,0,0.00000095,84114,84100,83,0.00048017
1716606566.31075048,0.02261656,3925,0.00058451,0.00000000,0,0.00000095,84100,84174,97,0.00071602
1716606566.40989542,0.02352869,3918,0.00054678,0.00000000,0,0.00000163,84174,84248,89,0.00056442
1716606566.51085258,0.02221419,3865,0.00065369,0.00000000,0,0.00000107,84248,84314,95,0.00048805
1716606566.61087942,0.02366184,3819,0.00057155,0.00000000,0,0.00000099,84314,84360,81,0.00052118
1716606566.71086550,0.02374128,3872,0.00060117,0.00000000,0,0.00000111,84360,84387,99,0.00052580
1716606566.80992246,0.02041251,3910,0.00054909,0.00000000,0,0.00000126,84387,84441,84,0.00053678
1716606566.91097379,0.02450447,3884,0.00070397,0.00000000,0,0.00000136,84441,84456,81,0.00048362
1716606567.00961256,0.02230320,3922,0.00044704,0.00000000,0,0.00000143,84456,84487,65,0.00048904
1716606567.11007690,0.01295169,3900,0.00032490,0.00000000,0,0.00000054,84487,84502,68,0.00050545
1716606567.21013832,0.02432877,3916,0.00040483,0.00000000,0,0.00000108,84502,84517,65,0.00032698
1716606567.31004214,0.02426450,3942,0.00068460,0.00000000,0,0.00000095,84517,84562,104,0.00049435
1716606567.40989256,0.02245960,3859,0.00055901,0.00000000,0,0.00000102,84562,84604,89,0.00049675
1716606567.50991344,0.02234829,3895,0.00046979,0.00000000,0,0.00000120,84604,84644,81,0.00017880
1716606567.60992956,0.02757458,3909,0.00061223,0.00000000,0,0.00000104,84644,84666,92,0.00047432
1716606567.70996642,0.02633462,3876,0.00047362,0.00000000,0,0.00000108,84666,84693,82,0.00051111
1716606567.80995655,0.02542602,3920,0.00082702,0.00000000,0,0.00000135,84693,84729,89,0.00049025
1716606567.91007948,0.02305868,3833,0.00029972,0.00000000,0,0.00000097,84729,84740,67,0.00038968
1716606568.00997710,0.02275357,3863,0.00068532,0.00000000,0,0.00000147,84740,84746,92,0.00049357
1716606568.10993290,0.02102877,3845,0.00038404,0.00000000,0,0.00000066,84746,84794,79,0.00048008
1716606568.20988178,0.02575960,3877,0.00071817,0.00000000,0,0.00000103,84794,84819,89,0.00048593
1716606568.30988908,0.02484239,3921,0.00072433,0.00000000,0,0.00000131,84819,84826,79,0.00048315
1716606568.41010118,0.02441214,3797,0.00071083,0.00000000,0,0.00000104,84826,84882,81,0.00058909
1716606568.51005912,0.02430484,3859,0.00057569,0.00000000,0,0.00000099,84882,84940,93,0.00022513
1716606568.61024523,0.02436210,3772,0.00051049,0.00000000,0,0.00000121,84940,84979,94,0.00048935
1716606568.71025133,0.02456589,3833,0.00047818,0.00000000,0,0.00000104,84979,85019,95,0.00048638
1716606568.81023598,0.02314835,3831,0.00067065,0.00000000,0,0.00000126,85019,85067,73,0.00048345
1716606568.91044354,0.02544571,3761,0.00068728,0.00000000,0,0.00000125,85067,85113,74,0.00049133
1716606569.01034522,0.02663770,3844,0.00061376,0.00000000,0,0.00000085,85113,85169,92,0.00049580
1716606569.11036229,0.02552128,3892,0.00081393,0.00000000,0,0.00000116,85169,85202,80,0.00048264
1716606569.21045637,0.02470687,3837,0.00041961,0.00000000,0,0.00000140,85202,85244,69,0.00049200
1716606569.31049252,0.02322001,3854,0.00056909,0.00000000,0,0.00000122,85244,85258,79,0.00049906
1716606569.41052437,0.02305164,3756,0.00050821,0.00000000,0,0.00000076,85258,85241,83,0.00048008
1716606569.51068234,0.02576500,3781,0.00038479,0.00000000,0,0.00000115,85241,85285,69,0.00053495
1716606569.61069083,0.02348430,3882,0.00061897,0.00000000,0,0.00000105,85285,85282,95,0.00049723
1716606569.71068501,0.02239147,3771,0.00049855,0.00000000,0,0.00000101,85282,85315,76,0.00049213
1716606569.81066394,0.02576905,3896,0.00069950,0.00000000,0,0.00000115,85315,85353,93,0.00051878
1716606569.91075993,0.02482720,3785,0.00058568,0.00000000,0,0.00000108,85353,85398,81,0.00048265
1716606570.01081491,0.02647667,3852,0.00087930,0.00000000,0,0.00000104,85398,85467,93,0.00052097
1716606570.11081314,0.02134754,3916,0.00050581,0.00000000,0,0.00000077,85467,85497,78,0.00048190
