22.1335927	113.5465778	0.0000000
22.1335816	113.5465780	0.0000000
22.1335704	113.5465782	0.0000000
22.1335593	113.5465784	0.0000000
22.1335481	113.5465785	0.0000000
22.1335370	113.5465787	0.0000000
22.1335258	113.5465789	0.0000000
22.1335147	113.5465791	0.0000000
22.1335035	113.5465793	0.0000000
22.1334924	113.5465795	0.0000000
22.1334812	113.5465797	0.0000000
22.1334701	113.5465798	0.0000000
22.1334589	113.5465800	0.0000000
22.1334478	113.5465802	0.0000000
22.1334367	113.5465804	0.0000000
22.1334255	113.5465806	0.0000000
22.1334144	113.5465808	0.0000000
22.1334032	113.5465810	0.0000000
22.1333921	113.5465811	0.0000000
22.1333809	113.5465813	0.0000000
22.1333698	113.5465815	0.0000000
22.1333586	113.5465817	0.0000000
22.1333475	113.5465819	0.0000000
22.1333363	113.5465821	0.0000000
22.1333252	113.5465823	0.0000000
22.1333141	113.5465824	0.0000000
22.1333029	113.5465826	0.0000000
22.1332918	113.5465828	0.0000000
22.1332806	113.5465830	0.0000000
22.1332695	113.5465832	0.0000000
22.1332583	113.5465834	0.0000000
22.1332472	113.5465836	0.0000000
22.1332360	113.5465838	0.0000000
22.1332249	113.5465839	0.0000000
22.1332137	113.5465841	0.0000000
22.1332026	113.5465843	0.0000000
22.1331914	113.5465845	0.0000000
22.1331803	113.5465847	0.0000000
22.1331692	113.5465849	0.0000000
22.1331580	113.5465851	0.0000000
22.1331469	113.5465852	0.0000000
22.1331357	113.5465854	0.0000000
22.1331246	113.5465856	0.0000000
22.1331134	113.5465858	0.0000000
22.1331023	113.5465860	0.0000000
22.1330911	113.5465862	0.0000000
22.1330800	113.5465864	0.0000000
22.1330688	113.5465865	0.0000000
22.1330577	113.5465867	0.0000000
22.1330465	113.5465869	0.0000000
22.1330354	113.5465871	0.0000000
22.1330354	113.5465871	0.0000000
22.1330327	113.5465888	0.0000000
22.1330299	113.5465904	0.0000000
22.1330272	113.5465921	0.0000000
22.1330244	113.5465937	0.0000000
22.1330217	113.5465954	0.0000000
22.1330189	113.5465971	0.0000000
22.1330162	113.5465987	0.0000000
22.1330134	113.5466004	0.0000000
22.1330107	113.5466020	0.0000000
22.1330079	113.5466037	0.0000000
22.1330052	113.5466054	0.0000000
22.1330024	113.5466070	0.0000000
22.1329997	113.5466087	0.0000000
22.1329970	113.5466103	0.0000000
